date,text
26-11-2016,ukraine joins a growing number of central banks considering bitcoin technology
27-11-2016,ey switzerland accepts bitcoin and installs atm
28-11-2016,gambling inspired bitcoin chips may appeal to chinese market
29-11-2016,gop legislator mulls regulation for internet of things
30-11-2016,wikileaks has raised 4 000 btc since 2011
01-12-2016,corda blasted as r3 fail funding goals
02-12-2016,china snoops on transactions as great firewall shifts west
03-12-2016,finland s central bank explores blockchain technology
04-12-2016,four countries priming bitcoin demand worldwide
05-12-2016,new banking charters for us fintech startups coming
06-12-2016,sap talks up africa blockchain with 2017 conference
07-12-2016,university business school esmt berlin now accepting bitcoin
08-12-2016,new fca rules could reduce uk bitcoin spread betting appeal
09-12-2016,forget qr codes  nfc bitcoin wallet cards are here
10-12-2016,bitcoin 2016  the year of a different rise
11-12-2016,cryptocurrency hedge fund polychain raises  10 million
12-12-2016,how to build your own bitcoin exchange
13-12-2016,new hedge fund numerai pays scientists bitcoin
14-12-2016,venezuela prints bills  closes borders   bitcoin to the rescue
15-12-2016,how practical is it to live on bitcoin in philippines and south korea
16-12-2016,why jim harper is dead wrong on bitcoin
17-12-2016,is bitcoin s code a form of free speech
18-12-2016,it s time to switch to blockchain based email systems
19-12-2016,bitcoin outperformed all currencies in 2016
20-12-2016,how to choose the right bitcoin wallet for your needs
21-12-2016,bitcoin blows past  808 with no sign of heartbreak
22-12-2016,yuan heading for big drop   what china s outflows mean for bitcoin
23-12-2016,big names gather when north american bitcoin conference comes back to miami
24-12-2016,remittance demanding countries dominate bitcoin searches in 2016
25-12-2016,markets update  with bitcoin s rise the altcoin dominance index suffers
26-12-2016,added support for bu as pools show preference for different scalability solutions
27-12-2016,halving history suggests bitcoin s price is heading for  11 210
28-12-2016,one of these 5 hyperinflating economies could adopt bitcoin in 2017
29-12-2016,new image hosting service pays thousands of uploaders in bitcoin
30-12-2016,how to use bitcoin to become a perpetual traveler
31-12-2016,14 industry luminaries  and an ode  on the state of bitcoin 2016
01-01-2017,american black cross helps political prisoners with bitcoin
02-01-2017,the bitcoin constellation is bigger than most realize
03-01-2017,how to protect yourself from ransomware
04-01-2017,the ross ulbricht legal defense  free ross  was hacked
05-01-2017,death  amp  bitcoin  how i prepared my family s digital inheritance
06-01-2017,bitcoin is tapping into the laws of nature   part 2
07-01-2017,markets update  the new year s cryptocurrency rollercoaster
08-01-2017,how the new rally improved bitcoin s upside potential
09-01-2017,kickstarter backed board game bitcoin empire ships
10-01-2017,mainstream media should research before publishing bitcoin reports
11-01-2017,the crypto world s  bilderberg meeting  is coming soon
12-01-2017,fedcoin  the u s  will issue e currency that you will use
13-01-2017,markets update  cryptocurrency prices begin rebounding
14-01-2017,bitcoin mining power growing bigger but greener
15-01-2017,things bitcoin companies try to patent
16-01-2017,gold and bitcoin form symbiotic relationship
17-01-2017,ecb actively considering cash like central bank digital currency
18-01-2017,report  the north american bitcoin conference   day one
19-01-2017,pakistan set to become a major bitcoin hub
20-01-2017,needham  banning does not prevent bitcoin adoption
21-01-2017,bitcoin investment trust could ipo by october
22-01-2017,qe and capital controls create worldwide demand for bitcoin
23-01-2017,fierce debate only natural in open source developments like bitcoin
24-01-2017,the qtum project creates a mixture of bitcoin and ethereum
25-01-2017,why south korean bitcoin adoption could outpace most other countries this year
26-01-2017,bitgo and ledger partner to offer multisignature signing for hardware wallets
27-01-2017,how trump s wall and remittance tax could give bitcoin a boost
28-01-2017,venezuelan authorities are  weakening  bitcoin mining operations
29-01-2017,how sustainable will bitcoin be after the apocalypse
30-01-2017,bitcoin resilient after chinese exchanges start charging transaction fees
31-01-2017,what happened at satoshi roundtable iii
01-02-2017,how bitcoin companies can legally operate in switzerland
02-02-2017,satoshipay is taking bitcoin nanopayments to the mainstream
03-02-2017,the bitcoin exchange thefts you may have forgotten
04-02-2017,bitcoin community rallies around bitcoiner attacked at uc berkeley
05-02-2017,new bitcoin caching features could improve block verification
06-02-2017,on decentralization and network societies  an interview with david orban
07-02-2017,tallinn will host the first large conference devoted to blockchain and cryptocurrencies
08-02-2017,now you ve got your first bitcoin  where can you spend it  the answer is simple     bitcoin
09-02-2017,chinese exchanges suspend withdrawals for one month
10-02-2017,get ready for the decentralized power shift    bolsters autonomous organization
11-02-2017,the quantity of transactions currently awaiting confirmation  7 432    bitcoin  blockchain  emergentconsensus
12-02-2017,want to vote on important issues such as the block size debate  sign a statement with a non empty bitcoin address at
13-02-2017,hedge funds are buying mt gox bitcoin claims
14-02-2017,how humans now use the blockchain to declare love and marriage
15-02-2017,the davos plan for your cash and bitcoin
16-02-2017,eu proposes storing personal data from digital currency e commerce in the union
17-02-2017,a price converter a paper wallet generator and a faucet all on   verify a bitcoin signed message yes  you can do it
18-02-2017,falling gbtc premium indicates market expects sec to approve bitcoin etfs
19-02-2017,want to vote on important issues such as the block size debate sign a statement with a non empty bitcoin address at
20-02-2017,an alliance forms under china s new bitcoin regulations
21-02-2017,bitcoin is open to everyone  we think discussions should be too  join the conversation today   bitcoin
22-02-2017,bitcoin transaction fees are up more than 1200  in past two years
23-02-2017,agam foundation participated in conference devoted to development of crypto currencies
24-02-2017,analyst  bitcoin s market cap could grow  well beyond  100 billion
25-02-2017,inform yourself about bitcoin by visiting our getting started page  here s where to begin  it s easy     bitcoin
26-02-2017,tech startup iohk initiates cryptocurrency and blockchain university network
27-02-2017,bitfortip lets users earn bitcoin by answering questions
28-02-2017,comparison  3 platforms paying you in bitcoin for uploading images
01-03-2017,a regulatory storm is forming in china  video verifications required  futures forbidden
02-03-2017,bitcoin s rocket boosters on full throttle as price skyrockets to new ath
03-03-2017,a price converter  a paper wallet generator  and a faucet    all on    bitcoin  bitcoinprice  bitcointools
04-03-2017,chinese miners worried about a user activated fork propose synthetic fork
05-03-2017,breeze bitcoin wallet to deploy production ready tumblebit anonymizer
06-03-2017,reserve bank of india predicting the future of bitcoin
07-03-2017,antpool signals for bitcoin unlimited
08-03-2017,mt gox trustee wishes to proceed to the bankruptcy distribution process
09-03-2017,craig wright wants to kill satoshi by becoming him again  why  and how
10-03-2017,bitcoin price on a wild ride as market anticipates etf decision
11-03-2017,bitcoin price on quick rebound after etf dive
12-03-2017,bitcoin mining  a closer look under the hood
13-03-2017,digital currency regulation heats up in the eu as parliament proposes additional rules
14-03-2017,do you think they ll use the us dollar on mars
15-03-2017,can we trust the blockchain headlines of pr firms  vcs  corporatists and banksters
16-03-2017,bitconnect coin breaks all time records in value and market cap
17-03-2017,on site verification may be required to withdraw from chinese bitcoin exchanges
18-03-2017,major ddos attacks hit
19-03-2017,popular bitcoin exchanges reveal controversial hard fork contingency plan
20-03-2017,the eu is now targeting  unpermissioned  blockchains
21-03-2017,chandler guo s mining pool makes the jump to bitcoin unlimited
22-03-2017,nodecounter directs its hashrate at   mining pool
23-03-2017,bats exchange fights back against sec s decision to reject bitcoin etf
24-03-2017,markets update  bitcoin s price and market share dominance declines
25-03-2017,galaxy mining directs its hashrate towards   pool
26-03-2017,want to vote on important issues such as the block size debate sign a statement with a non empty bitcoin address at
27-03-2017,can renewable solar power decentralize bitcoin mining operations
28-03-2017,markets update  bitcoin s price back in the 4 digit territory
29-03-2017,gaw miners victims may see restitution in the near future
30-03-2017,freedom cells can leverage bitcoin to embrace agorism
31-03-2017,markets update  bitcoin bulls may be prepping for a charge
01-04-2017,fifty developers hack with bitcoin for two days in san francisco
02-04-2017,want to vote on important issues such as the block size debate sign a statement with a non empty bitcoin address at
03-04-2017,lightning network used to sell beer at room77
04-04-2017,bitcoin is open to everyone  we think discussions should be too  join the conversation today   bitcoin
05-04-2017,darknet market operators who stole 40 thousand btc face prison time
06-04-2017,bitcoin s exchange rate is currently 1179 34 usd    bitcoin  bitcoinprice
